vote_event_id,result,requirement,asistentes,mayoria_necesaria,a_favor,en_contra,abstencion,ausente,margin,critical_parties,critical_count
VE_S02679,aprobada,mayoria_simple,80,40,80,0,0,3,40,,0
VE_S02680,aprobada,mayoria_simple,85,43,85,0,0,3,42,,0
VE_S02681,aprobada,mayoria_simple,72,36,71,1,0,3,35,,0
VE_S02682,aprobada,mayoria_calificada,80,991,80,0,0,3,-911,O12|O13|O14|O15|O18,5
VE_S02683,aprobada,mayoria_simple,77,39,77,0,0,3,38,,0
VE_S02684,aprobada,mayoria_simple,79,40,79,0,0,3,39,,0
VE_S02685,aprobada,mayoria_simple,78,39,78,0,0,3,39,,0
VE_S02686,aprobada,mayoria_simple,82,41,81,1,0,6,40,,0
VE_S02687,aprobada,mayoria_simple,78,39,77,1,0,6,38,,0
VE_S02688,aprobada,mayoria_simple,80,40,80,0,0,6,40,,0
VE_S02689,aprobada,mayoria_simple,79,40,79,0,0,4,39,,0
VE_S02690,aprobada,mayoria_calificada,79,991,79,0,0,4,-912,O12|O13|O14|O15|O18,5
VE_S02691,aprobada,mayoria_simple,106,53,98,7,1,4,45,,0
VE_S02692,aprobada,mayoria_simple,95,48,83,12,0,4,35,O15,1
VE_S02693,aprobada,mayoria_calificada,96,991,91,5,0,4,-900,O12|O13|O15|O18|O19,5
VE_S02694,aprobada,mayoria_calificada,96,991,90,6,0,4,-901,O12|O13|O15|O18|O19,5
VE_S02695,aprobada,mayoria_calificada,93,991,88,5,0,4,-903,O12|O13|O15|O18|O19,5
VE_S02696,aprobada,mayoria_calificada,81,991,75,6,0,4,-916,O12|O13|O14|O15|O18,5
VE_S02697,aprobada,mayoria_simple,85,43,85,0,0,4,42,,0
VE_S02698,aprobada,mayoria_simple,95,48,94,1,0,1,46,,0
VE_S02699,aprobada,mayoria_simple,93,47,89,4,0,1,42,,0
VE_S02700,aprobada,mayoria_simple,79,40,79,0,0,1,39,,0
VE_S02701,aprobada,mayoria_simple,78,39,78,0,0,1,39,,0
VE_S02702,aprobada,mayoria_simple,84,42,84,0,0,1,42,,0
VE_S02703,aprobada,mayoria_simple,79,40,79,0,0,1,39,,0
VE_S02704,aprobada,mayoria_simple,85,43,84,1,0,1,41,,0
VE_S02705,aprobada,mayoria_simple,86,43,86,0,0,1,43,,0
VE_S02706,aprobada,mayoria_simple,85,43,82,1,2,1,39,,0
VE_S02707,aprobada,mayoria_simple,82,41,78,0,4,1,37,,0
VE_S02708,aprobada,mayoria_simple,82,41,82,0,0,1,41,,0
VE_S02709,aprobada,mayoria_simple,79,40,79,0,0,1,39,,0
VE_S02710,aprobada,mayoria_simple,80,40,80,0,0,1,40,,0
VE_S02711,aprobada,mayoria_simple,75,38,75,0,0,1,37,,0
VE_S02712,aprobada,mayoria_simple,83,42,83,0,0,1,41,,0
VE_S02713,aprobada,mayoria_simple,88,44,88,0,0,1,44,,0
VE_S02714,aprobada,mayoria_simple,73,37,73,0,0,1,36,,0
VE_S02715,aprobada,mayoria_simple,75,38,75,0,0,1,37,,0
VE_S02716,aprobada,mayoria_simple,71,36,71,0,0,1,35,,0
VE_S02717,aprobada,mayoria_simple,73,37,73,0,0,1,36,,0
VE_S02718,aprobada,mayoria_simple,72,36,72,0,0,1,36,,0
VE_S02719,aprobada,mayoria_simple,69,35,69,0,0,1,34,,0
VE_S02720,aprobada,mayoria_simple,81,41,81,0,0,5,40,,0
VE_S02721,aprobada,mayoria_simple,89,45,89,0,0,5,44,,0
VE_S02722,aprobada,mayoria_simple,86,43,86,0,0,5,43,,0
VE_S02723,aprobada,mayoria_simple,80,40,80,0,0,5,40,,0
VE_S02724,aprobada,mayoria_simple,80,40,80,0,0,5,40,,0
VE_S02725,aprobada,mayoria_simple,76,38,76,0,0,5,38,,0
VE_S02726,aprobada,mayoria_simple,83,42,83,0,0,5,41,,0
VE_S02727,aprobada,mayoria_simple,88,44,88,0,0,8,44,,0
VE_S02728,aprobada,mayoria_simple,95,48,88,7,0,8,40,O15,1
VE_S02729,aprobada,mayoria_simple,90,45,90,0,0,8,45,,0
VE_S02730,aprobada,mayoria_simple,81,41,81,0,0,8,40,,0
VE_S02731,aprobada,mayoria_simple,82,41,82,0,0,5,41,,0
VE_S02732,aprobada,mayoria_simple,80,40,80,0,0,1,40,,0
VE_S02733,aprobada,mayoria_simple,86,43,86,0,0,1,43,,0
VE_S02734,aprobada,mayoria_simple,86,43,86,0,0,1,43,,0
VE_S02735,aprobada,mayoria_simple,77,39,77,0,0,1,38,,0
VE_S02736,aprobada,mayoria_simple,84,42,84,0,0,1,42,,0
VE_S02737,aprobada,mayoria_simple,91,46,74,17,0,4,28,O12|O15,2
VE_S02738,aprobada,mayoria_simple,83,42,71,12,0,4,29,O15,1
VE_S02739,aprobada,mayoria_calificada,91,991,83,6,2,4,-908,O12|O13|O15|O18|O19,5
VE_S02740,aprobada,mayoria_simple,89,45,83,5,1,4,38,,0
VE_S02741,aprobada,mayoria_simple,82,41,82,0,0,4,41,,0
VE_S02742,aprobada,mayoria_simple,113,57,112,1,0,0,55,,0
VE_S02743,aprobada,mayoria_simple,104,52,100,4,0,0,48,,0
VE_S02744,aprobada,mayoria_simple,34,17,32,0,2,0,15,O12,1
VE_S02745,aprobada,mayoria_simple,34,17,32,1,1,0,15,O12,1
VE_S02746,aprobada,mayoria_simple,34,17,32,1,1,0,15,O12,1
VE_S02747,aprobada,mayoria_simple,77,39,77,0,0,6,38,,0
VE_S02748,aprobada,mayoria_simple,79,40,79,0,0,6,39,,0
VE_S02749,aprobada,mayoria_simple,81,41,61,16,4,6,20,O12|O15,2
VE_S02750,aprobada,mayoria_simple,71,36,71,0,0,6,35,,0
VE_S02751,aprobada,mayoria_simple,89,45,89,0,0,5,44,,0
VE_S02752,aprobada,mayoria_simple,92,46,92,0,0,5,46,,0
VE_S02753,aprobada,mayoria_simple,93,47,93,0,0,5,46,,0
VE_S02754,aprobada,mayoria_simple,92,46,92,0,0,5,46,,0
VE_S02755,aprobada,mayoria_simple,89,45,89,0,0,3,44,,0
VE_S02756,aprobada,mayoria_simple,93,47,74,14,5,10,27,O12|O15,2
VE_S02757,aprobada,mayoria_simple,73,37,73,0,0,10,36,,0
VE_S02758,aprobada,mayoria_simple,85,43,85,0,0,10,42,,0
VE_S02759,aprobada,mayoria_simple,89,45,89,0,0,10,44,,0
VE_S02760,aprobada,mayoria_simple,87,44,87,0,0,10,43,,0
VE_S02761,aprobada,mayoria_simple,85,43,73,12,0,10,30,O15,1
VE_S02762,aprobada,mayoria_simple,77,39,77,0,0,15,38,,0
VE_S02763,aprobada,mayoria_simple,78,39,78,0,0,6,39,,0
VE_S02764,aprobada,mayoria_simple,77,39,77,0,0,6,38,,0
VE_S02765,aprobada,mayoria_simple,77,39,77,0,0,6,38,,0
VE_S02766,aprobada,mayoria_simple,80,40,80,0,0,6,40,,0
VE_S02767,aprobada,mayoria_simple,78,39,78,0,0,6,39,,0
VE_S02768,aprobada,mayoria_simple,77,39,77,0,0,6,38,,0
VE_S02769,aprobada,mayoria_simple,72,36,72,0,0,6,36,,0
VE_S02770,aprobada,mayoria_simple,70,35,70,0,0,6,35,,0
VE_S02771,aprobada,mayoria_simple,80,40,80,0,0,2,40,,0
VE_S02772,aprobada,mayoria_simple,78,39,78,0,0,2,39,,0
VE_S02773,aprobada,mayoria_simple,89,45,89,0,0,2,44,,0
VE_S02774,aprobada,mayoria_simple,73,37,73,0,0,3,36,,0
VE_S02775,aprobada,mayoria_simple,67,34,67,0,0,12,33,O15,1
VE_S02776,aprobada,mayoria_simple,70,35,70,0,0,12,35,O15,1
VE_S02777,aprobada,mayoria_simple,72,36,72,0,0,12,36,O15,1
VE_S02778,aprobada,mayoria_simple,73,37,73,0,0,12,36,O15,1
VE_S02779,aprobada,mayoria_simple,78,39,67,11,0,12,28,O15,1
VE_S02780,aprobada,mayoria_simple,75,38,75,0,0,12,37,O15,1
VE_S02781,aprobada,mayoria_simple,72,36,72,0,0,12,36,,0
VE_S02782,aprobada,mayoria_simple,77,39,76,0,1,9,37,,0
VE_S02783,aprobada,mayoria_simple,83,42,83,0,0,9,41,,0
VE_S02784,aprobada,mayoria_simple,85,43,85,0,0,9,42,,0
VE_S02785,aprobada,mayoria_simple,76,38,76,0,0,9,38,,0
VE_S02786,aprobada,mayoria_simple,74,37,74,0,0,9,37,,0
VE_S02787,aprobada,mayoria_simple,72,36,72,0,0,9,36,,0
VE_S02788,aprobada,mayoria_simple,78,39,78,0,0,9,39,,0
VE_S02789,aprobada,mayoria_simple,76,38,76,0,0,9,38,,0
VE_S02790,aprobada,mayoria_simple,81,41,81,0,0,9,40,,0
VE_S02791,aprobada,mayoria_simple,83,42,83,0,0,8,41,,0
VE_S02792,aprobada,mayoria_simple,83,42,83,0,0,8,41,,0
VE_S02793,aprobada,mayoria_simple,76,38,76,0,0,8,38,,0
VE_S02794,aprobada,mayoria_simple,82,41,82,0,0,8,41,,0
VE_S02795,aprobada,mayoria_simple,81,41,80,0,1,8,39,,0
VE_S02796,aprobada,mayoria_simple,78,39,49,23,6,8,10,O15,1
VE_S02797,aprobada,mayoria_simple,92,46,64,27,1,8,18,O15,1
VE_S02798,aprobada,mayoria_simple,86,43,86,0,0,0,43,,0
VE_S02799,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S02800,aprobada,mayoria_simple,96,48,96,0,0,0,48,,0
VE_S02801,aprobada,mayoria_simple,90,45,90,0,0,0,45,,0
VE_S02802,aprobada,mayoria_simple,95,48,95,0,0,0,47,,0
VE_S02803,aprobada,mayoria_simple,77,39,77,0,0,1,38,,0
VE_S02804,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S02805,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S02806,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S02807,aprobada,mayoria_simple,89,45,89,0,0,3,44,,0
VE_S02808,aprobada,mayoria_simple,82,41,82,0,0,3,41,,0
VE_S02809,aprobada,mayoria_simple,84,42,84,0,0,3,42,,0
VE_S02810,aprobada,mayoria_simple,86,43,86,0,0,3,43,,0
VE_S02811,aprobada,mayoria_simple,85,43,85,0,0,3,42,,0
VE_S02812,aprobada,mayoria_simple,86,43,86,0,0,3,43,,0
VE_S02813,aprobada,mayoria_simple,81,41,81,0,0,3,40,,0
VE_S02814,aprobada,mayoria_simple,75,38,75,0,0,3,37,,0
VE_S02815,aprobada,mayoria_simple,82,41,82,0,0,5,41,,0
VE_S02816,aprobada,mayoria_simple,88,44,88,0,0,5,44,,0
VE_S02817,aprobada,mayoria_simple,83,42,83,0,0,5,41,,0
VE_S02818,aprobada,mayoria_simple,96,48,96,0,0,5,48,,0
VE_S02819,aprobada,mayoria_simple,76,38,76,0,0,5,38,,0
VE_S02820,aprobada,mayoria_simple,71,36,71,0,0,5,35,O15,1
VE_S02821,aprobada,mayoria_simple,81,41,79,0,2,6,38,O15,1
VE_S02822,aprobada,mayoria_simple,85,43,85,0,0,6,42,O15,1
VE_S02823,aprobada,mayoria_simple,90,45,90,0,0,6,45,,0
VE_S02824,aprobada,mayoria_simple,88,44,88,0,0,6,44,,0
VE_S02825,aprobada,mayoria_simple,87,44,87,0,0,6,43,,0
VE_S02826,aprobada,mayoria_simple,94,47,94,0,0,6,47,,0
VE_S02827,aprobada,mayoria_simple,100,50,100,0,0,6,50,,0
VE_S02828,aprobada,mayoria_simple,90,45,79,6,5,6,34,O15,1
VE_S02829,aprobada,mayoria_simple,91,46,91,0,0,6,45,,0
VE_S02830,aprobada,mayoria_simple,96,48,89,3,4,6,41,O15,1
VE_S02831,aprobada,mayoria_simple,93,47,84,9,0,6,37,O15,1
VE_S02832,aprobada,mayoria_simple,84,42,84,0,0,6,42,,0
VE_S02833,aprobada,mayoria_simple,84,42,84,0,0,6,42,O15,1
VE_S02834,aprobada,mayoria_simple,82,41,82,0,0,6,41,,0
VE_S02835,aprobada,mayoria_simple,84,42,84,0,0,6,42,,0
VE_S02836,aprobada,mayoria_simple,83,42,81,2,0,6,39,O15,1
VE_S02837,aprobada,mayoria_simple,79,40,54,19,6,6,14,O15,1
VE_S02838,aprobada,mayoria_simple,87,44,87,0,0,6,43,,0
VE_S02839,aprobada,mayoria_simple,86,43,85,0,1,6,42,,0
VE_S02840,aprobada,mayoria_simple,84,42,82,0,2,6,40,,0
VE_S02841,aprobada,mayoria_simple,86,43,76,10,0,6,33,O15,1
VE_S02842,aprobada,mayoria_simple,85,43,85,0,0,6,42,,0
VE_S02843,aprobada,mayoria_simple,82,41,82,0,0,6,41,,0
VE_S02844,aprobada,mayoria_simple,85,43,75,10,0,6,32,O15,1
VE_S02845,aprobada,mayoria_simple,76,38,76,0,0,6,38,,0
VE_S02846,aprobada,mayoria_simple,89,45,86,3,0,6,41,O15,1
VE_S02847,aprobada,mayoria_simple,86,43,86,0,0,6,43,,0
VE_S02848,aprobada,mayoria_simple,88,44,88,0,0,6,44,,0
VE_S02849,aprobada,mayoria_simple,82,41,82,0,0,6,41,,0
VE_S02850,aprobada,mayoria_simple,84,42,71,13,0,6,29,O15,1
VE_S02851,aprobada,mayoria_simple,80,40,79,1,0,6,39,,0
VE_S02852,aprobada,mayoria_simple,81,41,81,0,0,6,40,,0
VE_S02853,aprobada,mayoria_simple,78,39,78,0,0,6,39,,0
VE_S02854,aprobada,mayoria_simple,33,17,33,0,0,0,16,,0
VE_S02855,aprobada,mayoria_simple,29,15,22,7,0,0,7,O15,1
VE_S02856,aprobada,mayoria_simple,30,15,29,0,1,0,14,,0
VE_S02857,aprobada,mayoria_simple,29,15,29,0,0,0,14,O15,1
VE_S02858,aprobada,mayoria_simple,82,41,82,0,0,6,41,O15,1
VE_S02859,aprobada,mayoria_simple,81,41,81,0,0,6,40,O15,1
VE_S02860,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S02861,aprobada,mayoria_simple,76,38,75,0,1,6,37,O15,1
VE_S02862,aprobada,mayoria_simple,71,36,71,0,0,6,35,,0
VE_S02864,aprobada,mayoria_simple,83,42,83,0,0,0,41,O15,1
VE_S02865,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S02866,aprobada,mayoria_simple,85,43,85,0,0,0,42,O15,1
VE_S02867,aprobada,mayoria_simple,87,44,87,0,0,0,43,O15,1
VE_S02868,aprobada,mayoria_simple,81,41,80,1,0,4,39,O15,1
VE_S02869,aprobada,mayoria_simple,82,41,82,0,0,4,41,O15,1
VE_S02870,aprobada,mayoria_simple,77,39,73,4,0,4,34,O15,1
VE_S02871,aprobada,mayoria_simple,82,41,82,0,0,4,41,O15,1
VE_S02872,aprobada,mayoria_simple,85,43,85,0,0,4,42,,0
VE_S02873,aprobada,mayoria_simple,82,41,67,14,1,4,26,O15,1
VE_S02874,aprobada,mayoria_simple,78,39,60,15,3,4,21,O15,1
VE_S02875,aprobada,mayoria_simple,97,49,97,0,0,3,48,,0
VE_S02876,aprobada,mayoria_simple,95,48,95,0,0,3,47,,0
VE_S02877,aprobada,mayoria_simple,97,49,89,7,1,3,40,O15,1
VE_S02878,aprobada,mayoria_simple,99,50,99,0,0,3,49,,0
VE_S02879,aprobada,mayoria_simple,93,47,93,0,0,3,46,O15,1
VE_S02880,aprobada,mayoria_simple,100,50,88,12,0,3,38,O15,1
VE_S02881,aprobada,mayoria_simple,83,42,80,3,0,8,38,,0
VE_S02882,aprobada,mayoria_simple,74,37,74,0,0,13,37,,0
VE_S02883,aprobada,mayoria_simple,75,38,75,0,0,13,37,,0
VE_S02884,aprobada,mayoria_simple,70,35,70,0,0,13,35,O15,1
VE_S02885,aprobada,mayoria_simple,90,45,90,0,0,2,45,,0
VE_S02886,aprobada,mayoria_simple,93,47,93,0,0,0,46,O15,1
VE_S02887,aprobada,mayoria_simple,88,44,72,13,3,0,28,O15,1
VE_S02888,aprobada,mayoria_simple,119,60,90,29,0,0,30,O15,1
VE_S02889,aprobada,mayoria_simple,93,47,68,25,0,0,21,O15,1
VE_S02890,aprobada,mayoria_simple,70,35,53,15,2,0,18,O15,1
VE_S02891,aprobada,mayoria_simple,88,44,88,0,0,7,44,,0
VE_S02892,aprobada,mayoria_simple,88,44,88,0,0,7,44,O15,1
VE_S02893,aprobada,mayoria_simple,82,41,82,0,0,7,41,,0
VE_S02894,aprobada,mayoria_simple,60,30,57,0,3,7,27,O15,1
VE_S02895,aprobada,mayoria_simple,92,46,92,0,0,8,46,,0
VE_S02896,aprobada,mayoria_simple,89,45,89,0,0,8,44,,0
VE_S02897,aprobada,mayoria_simple,88,44,88,0,0,8,44,,0
VE_S02898,aprobada,mayoria_simple,89,45,89,0,0,8,44,,0
VE_S02899,aprobada,mayoria_simple,89,45,89,0,0,8,44,,0
VE_S02900,aprobada,mayoria_simple,89,45,89,0,0,8,44,,0
VE_S02901,aprobada,mayoria_simple,92,46,92,0,0,8,46,,0
VE_S02902,aprobada,mayoria_simple,89,45,89,0,0,8,44,,0
VE_S02903,aprobada,mayoria_simple,84,42,83,0,1,6,41,O15,1
VE_S02904,aprobada,mayoria_simple,81,41,80,1,0,6,39,O15,1
VE_S02905,aprobada,mayoria_simple,102,51,85,15,2,6,34,O15,1
VE_S02906,aprobada,mayoria_simple,98,49,64,33,1,6,15,O15,1
VE_S02907,aprobada,mayoria_simple,80,40,80,0,0,12,40,O15,1
VE_S02908,aprobada,mayoria_simple,75,38,75,0,0,12,37,O15,1
VE_S02909,aprobada,mayoria_simple,74,37,74,0,0,12,37,O15,1
VE_S02910,aprobada,mayoria_simple,72,36,72,0,0,12,36,O15,1
VE_S02911,aprobada,mayoria_simple,75,38,75,0,0,12,37,O15,1
VE_S02912,aprobada,mayoria_simple,75,38,75,0,0,12,37,O15,1
VE_S02913,aprobada,mayoria_calificada,76,991,76,0,0,12,-915,O12|O13|O14|O15|O18|O19,6
VE_S02914,aprobada,mayoria_simple,78,39,78,0,0,12,39,,0
VE_S02915,aprobada,mayoria_simple,78,39,78,0,0,6,39,,0
VE_S02916,aprobada,mayoria_simple,81,41,81,0,0,6,40,O15,1
VE_S02917,aprobada,mayoria_simple,78,39,78,0,0,5,39,,0
VE_S02918,aprobada,mayoria_simple,77,39,77,0,0,5,38,,0
VE_S02919,aprobada,mayoria_simple,81,41,81,0,0,5,40,,0
VE_S02920,aprobada,mayoria_simple,79,40,79,0,0,5,39,,0
VE_S02921,aprobada,mayoria_simple,77,39,77,0,0,5,38,,0
VE_S02922,aprobada,mayoria_simple,81,41,81,0,0,5,40,,0
VE_S02923,aprobada,mayoria_simple,79,40,79,0,0,5,39,,0
VE_S02924,aprobada,mayoria_simple,73,37,73,0,0,5,36,,0
VE_S02925,aprobada,mayoria_simple,74,37,74,0,0,5,37,,0
VE_S02926,aprobada,mayoria_simple,73,37,73,0,0,5,36,,0
VE_S02927,aprobada,mayoria_simple,81,41,81,0,0,5,40,,0
VE_S02928,aprobada,mayoria_simple,83,42,83,0,0,5,41,,0
VE_S02929,aprobada,mayoria_simple,87,44,87,0,0,5,43,,0
VE_S02930,aprobada,mayoria_simple,84,42,84,0,0,5,42,,0
VE_S02931,aprobada,mayoria_simple,82,41,82,0,0,5,41,,0
VE_S02932,aprobada,mayoria_simple,82,41,81,1,0,5,40,,0
VE_S02933,aprobada,mayoria_simple,77,39,77,0,0,5,38,,0
VE_S02934,aprobada,mayoria_simple,104,52,104,0,0,2,52,,0
VE_S02935,aprobada,mayoria_simple,90,45,90,0,0,2,45,,0
VE_S02936,aprobada,mayoria_simple,74,37,74,0,0,2,37,O15,1
VE_S02937,aprobada,mayoria_simple,76,38,76,0,0,2,38,O15,1
VE_S02938,aprobada,mayoria_simple,75,38,75,0,0,2,37,O15,1
VE_S02939,aprobada,mayoria_simple,80,40,80,0,0,2,40,O15,1
VE_S02940,aprobada,mayoria_simple,75,38,75,0,0,2,37,O15,1
VE_S02941,aprobada,mayoria_simple,76,38,76,0,0,2,38,,0
VE_S02942,aprobada,mayoria_simple,65,33,65,0,0,2,32,O15,1
VE_S02943,aprobada,mayoria_simple,81,41,81,0,0,2,40,O15,1
VE_S02944,aprobada,mayoria_simple,81,41,81,0,0,2,40,O15,1
VE_S02945,aprobada,mayoria_simple,82,41,66,16,0,2,25,O15,1
VE_S02946,aprobada,mayoria_simple,84,42,68,16,0,2,26,O15,1
VE_S02947,aprobada,mayoria_simple,93,47,77,14,2,1,30,O15,1
VE_S02948,aprobada,mayoria_simple,91,46,88,3,0,1,42,,0
VE_S02949,aprobada,mayoria_simple,81,41,81,0,0,1,40,,0
VE_S02950,aprobada,mayoria_simple,84,42,84,0,0,1,42,,0
VE_S02951,aprobada,mayoria_simple,86,43,86,0,0,1,43,,0
VE_S02952,aprobada,mayoria_simple,80,40,80,0,0,1,40,,0
VE_S02953,aprobada,mayoria_simple,76,38,75,0,1,1,37,,0
VE_S02954,aprobada,mayoria_simple,77,39,77,0,0,1,38,,0
VE_S02955,aprobada,mayoria_simple,78,39,78,0,0,1,39,,0
VE_S02956,aprobada,mayoria_simple,75,38,75,0,0,1,37,,0
VE_S02957,rechazada,mayoria_calificada,74,991,3,69,2,1,-922,O12|O13|O14|O15|O18|O19,6
VE_S02958,rechazada,mayoria_calificada,75,991,2,71,2,1,-920,O12|O13|O14|O15|O18|O19,6
VE_S02959,aprobada,mayoria_simple,88,44,88,0,0,0,44,,0
VE_S02960,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S02961,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S02962,aprobada,mayoria_calificada,83,991,83,0,0,0,-908,O12|O13|O14|O15|O18|O19,6
VE_S02963,aprobada,mayoria_simple,79,40,64,15,0,0,24,O15,1
VE_S02964,aprobada,mayoria_simple,73,37,57,16,0,0,20,O15,1
VE_S02965,aprobada,mayoria_simple,81,41,81,0,0,0,40,O15,1
VE_S02966,aprobada,mayoria_simple,77,39,77,0,0,0,38,O15,1
VE_S02967,aprobada,mayoria_simple,92,46,92,0,0,0,46,O15,1
VE_S02968,aprobada,mayoria_simple,107,54,107,0,0,0,53,,0
VE_S02969,aprobada,mayoria_simple,103,52,103,0,0,0,51,,0
VE_S02970,aprobada,mayoria_simple,108,54,108,0,0,0,54,,0
VE_S02971,aprobada,mayoria_simple,101,51,101,0,0,0,50,,0
VE_S02972,aprobada,mayoria_simple,104,52,104,0,0,0,52,,0
VE_S02973,aprobada,mayoria_simple,98,49,98,0,0,0,49,,0
VE_S02974,aprobada,mayoria_simple,100,50,98,0,2,0,48,O15,1
VE_S02975,aprobada,mayoria_simple,103,52,100,0,3,0,48,O15,1
VE_S02976,aprobada,mayoria_simple,122,61,75,44,3,0,14,O15,1
VE_S02977,aprobada,mayoria_simple,108,54,71,34,3,0,17,O15,1
VE_S02978,aprobada,mayoria_simple,107,54,98,9,0,0,44,O15,1
VE_S02979,aprobada,mayoria_simple,108,54,108,0,0,0,54,,0
VE_S02980,aprobada,mayoria_simple,103,52,103,0,0,0,51,O15,1
VE_S02981,aprobada,mayoria_simple,98,49,89,5,4,0,40,O15,1
VE_S02982,aprobada,mayoria_simple,102,51,63,34,5,0,12,O15,1
VE_S02983,aprobada,mayoria_simple,97,49,97,0,0,0,48,O15,1
VE_S02984,aprobada,mayoria_simple,100,50,94,6,0,0,44,O15,1
VE_S02985,aprobada,mayoria_calificada,90,991,73,4,13,0,-918,O12|O13|O14|O15|O19,5
VE_S02986,aprobada,mayoria_simple,74,37,74,0,0,4,37,,0
VE_S02987,aprobada,mayoria_simple,77,39,77,0,0,5,38,,0
VE_S02988,aprobada,mayoria_calificada,81,991,80,0,1,6,-911,O12|O13|O14|O15|O18|O19,6
VE_S02989,aprobada,mayoria_simple,80,40,80,0,0,6,40,,0
VE_S02990,aprobada,mayoria_simple,82,41,78,1,3,6,37,O15,1
VE_S02991,aprobada,mayoria_simple,77,39,76,0,1,6,37,,0
VE_S02992,aprobada,mayoria_simple,76,38,76,0,0,6,38,,0
VE_S02993,aprobada,mayoria_simple,81,41,81,0,0,6,40,,0
VE_S02994,aprobada,mayoria_simple,74,37,74,0,0,6,37,,0
VE_S02995,aprobada,mayoria_simple,75,38,75,0,0,6,37,,0
VE_S02996,aprobada,mayoria_simple,76,38,76,0,0,6,38,,0
VE_S02997,aprobada,mayoria_simple,71,36,71,0,0,6,35,,0
VE_S02998,aprobada,mayoria_simple,69,35,69,0,0,6,34,,0
VE_S02999,aprobada,mayoria_simple,75,38,75,0,0,6,37,,0
VE_S03000,aprobada,mayoria_simple,71,36,71,0,0,6,35,O15,1
VE_S03001,aprobada,mayoria_simple,77,39,77,0,0,6,38,O15,1
VE_S03002,aprobada,mayoria_simple,77,39,77,0,0,6,38,O15,1
VE_S03003,aprobada,mayoria_simple,75,38,75,0,0,6,37,O15,1
VE_S03004,aprobada,mayoria_simple,76,38,76,0,0,6,38,,0
VE_S03005,aprobada,mayoria_simple,86,43,86,0,0,4,43,,0
VE_S03006,aprobada,mayoria_simple,74,37,74,0,0,9,37,,0
VE_S03007,aprobada,mayoria_simple,76,38,76,0,0,9,38,,0
VE_S03008,aprobada,mayoria_simple,70,35,53,16,1,10,18,O12|O15,2
VE_S03009,aprobada,mayoria_simple,71,36,71,0,0,2,35,,0
VE_S03010,aprobada,mayoria_simple,72,36,72,0,0,2,36,,0
VE_S03011,aprobada,mayoria_simple,75,38,75,0,0,2,37,,0
VE_S03012,aprobada,mayoria_simple,76,38,75,1,0,2,37,,0
VE_S03013,aprobada,mayoria_simple,77,39,76,0,1,2,37,,0
VE_S03014,aprobada,mayoria_simple,75,38,75,0,0,2,37,,0
VE_S03015,aprobada,mayoria_simple,76,38,75,1,0,2,37,,0
VE_S03016,aprobada,mayoria_simple,76,38,76,0,0,2,38,,0
VE_S03017,aprobada,mayoria_simple,72,36,72,0,0,3,36,,0
VE_S03018,aprobada,mayoria_simple,78,39,59,17,2,3,20,O15,1
VE_S03019,aprobada,mayoria_calificada,78,991,60,16,2,3,-931,O12|O13|O15|O18|O19,5
VE_S03020,aprobada,mayoria_simple,77,39,77,0,0,3,38,,0
VE_S03021,aprobada,mayoria_simple,79,40,78,1,0,3,38,,0
VE_S03022,aprobada,mayoria_simple,81,41,68,12,1,3,27,O15,1
VE_S03023,aprobada,mayoria_simple,79,40,79,0,0,3,39,,0
VE_S03024,aprobada,mayoria_simple,72,36,72,0,0,3,36,,0
VE_S03025,aprobada,mayoria_simple,73,37,73,0,0,3,36,,0
VE_S03026,aprobada,mayoria_simple,80,40,80,0,0,1,40,,0
VE_S03027,aprobada,mayoria_simple,76,38,75,0,1,1,37,,0
VE_S03028,aprobada,mayoria_simple,77,39,77,0,0,1,38,,0
VE_S03029,aprobada,mayoria_simple,76,38,76,0,0,1,38,,0
VE_S03030,aprobada,mayoria_simple,75,38,75,0,0,1,37,,0
VE_S03031,aprobada,mayoria_simple,72,36,71,0,1,1,35,,0
VE_S03032,aprobada,mayoria_simple,74,37,63,9,2,5,26,O15,1
VE_S03033,aprobada,mayoria_simple,90,45,71,18,1,5,26,O15,1
VE_S03034,aprobada,mayoria_simple,86,43,65,20,1,5,22,O12|O15,2
VE_S03035,aprobada,mayoria_simple,84,42,61,20,3,5,19,O12|O15,2
VE_S03036,aprobada,mayoria_simple,72,36,71,0,1,5,35,,0
VE_S03037,aprobada,mayoria_simple,70,35,70,0,0,5,35,,0
VE_S03038,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S03039,aprobada,mayoria_simple,97,49,97,0,0,0,48,,0
VE_S03040,aprobada,mayoria_simple,89,45,89,0,0,0,44,,0
VE_S03041,aprobada,mayoria_simple,90,45,90,0,0,0,45,,0
VE_S03042,aprobada,mayoria_simple,92,46,92,0,0,0,46,,0
VE_S03043,aprobada,mayoria_simple,95,48,94,0,1,0,46,,0
